query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
AFFX-Le_17SrRNA_at	SL2.50ch06	96.10	77	1	1	101	175	11227498	11227422	8e-27	 124
AFFX-Le_17SrRNA_at	SL2.50ch06	93.59	78	3	1	101	176	12311481	12311404	5e-24	 115
AFFX-Le_17SrRNA_at	SL2.50ch06	100.00	28	0	0	201	228	11227339	11227312	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch03	94.87	78	2	1	101	176	33137672	33137749	1e-25	 121
AFFX-Le_17SrRNA_at	SL2.50ch03	82.67	75	0	6	201	274	33137831	33137893	1e-05	54.7
AFFX-Le_17SrRNA_at	SL2.50ch03	100.00	28	0	0	326	353	33138028	33138055	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch00	93.59	78	2	2	101	176	18110893	18110969	2e-23	 113
AFFX-Le_17SrRNA_at	SL2.50ch00	100.00	28	0	0	326	353	8351546	8351519	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch11	93.06	72	2	2	101	170	18740148	18740078	4e-20	 102
AFFX-Le_17SrRNA_at	SL2.50ch11	100.00	28	0	0	326	353	17860322	17860295	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch11	100.00	28	0	0	326	353	18645037	18645010	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch11	100.00	28	0	0	326	353	18683638	18683611	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch11	100.00	28	0	0	326	353	18695636	18695609	4e-05	52.8
AFFX-Le_17SrRNA_at	SL2.50ch11	100.00	28	0	0	326	353	18715106	18715079	4e-05	52.8
AFFX-Le_25SrRNA_at	SL2.50ch00	76.51	281	21	25	125	398	5655904	5655662	6e-23	 111
AFFX-Le_25SrRNA_at	SL2.50ch00	75.97	283	23	25	125	400	5631261	5631017	1e-20	 104
AFFX-Le_GlutTrans_3_at	SL2.50ch07	79.44	107	11	9	276	377	64300385	64300485	5e-09	65.8
AFFX-Le_GlutTrans_5_at	SL2.50ch07	92.50	80	0	2	99	176	64299858	64299933	2e-22	 110
AFFX-Le_GlutTrans_5_at	SL2.50ch07	91.03	78	1	2	99	174	64278970	64279043	1e-19	 100
AFFX-Le_PhyB2_3_at	SL2.50ch05	76.87	134	14	8	179	307	63502044	63501923	2e-07	60.2
AFFX-Le_PhyB2_M_at	SL2.50ch05	98.18	55	0	1	75	128	63504733	63504679	6e-18	95.3
AFFX-Les-actin-5_at	SL2.50ch11	100.00	28	0	0	74	101	266362	266335	3e-05	52.8
AFFX-Les-ef1a-5_a_at	SL2.50ch06	100.00	28	0	0	49	76	36476	36503	3e-05	52.8
AFFX-Les-ef1a-5_a_at	SL2.50ch06	100.00	28	0	0	49	76	4380543	4380570	3e-05	52.8
AFFX-Les-ef1a-5_at	SL2.50ch06	100.00	51	0	0	201	251	36360	36410	4e-18	95.3
AFFX-Les-gapdh-M_at	SL2.50ch05	82.93	82	0	4	151	228	8323844	8323915	4e-08	62.1
AFFX-Le_Ubiquitin_3_at	SL2.50ch11	79.71	276	27	21	124	377	497587	497855	3e-41	 172
AFFX-Le_Ubiquitin_3_at	SL2.50ch11	78.92	166	21	13	124	279	497359	497520	1e-19	 100
Les.1007.1.A1_at	SL2.50ch06	100.00	28	0	0	223	250	47617004	47616977	3e-05	52.8
Les.1011.1.A1_at	SL2.50ch04	97.06	34	1	0	67	100	65531457	65531490	5e-07	58.4
Les.101.1.S1_at	SL2.50ch01	100.00	28	0	0	184	211	93702030	93702057	2e-05	52.8
Les.1013.1.A1_at	SL2.50ch10	100.00	51	0	0	25	75	60268707	60268757	4e-18	95.3
Les.1015.1.A1_at	SL2.50ch06	100.00	29	0	0	123	151	47791791	47791763	7e-06	54.7
Les.1020.1.A1_at	SL2.50ch07	100.00	30	0	0	97	126	7425787	7425816	2e-06	56.5
Les.102.1.S1_at	SL2.50ch03	84.38	64	0	2	173	226	399460	399397	7e-06	54.7
Les.102.1.S1_at	SL2.50ch03	84.38	64	0	2	173	226	414418	414481	7e-06	54.7
Les.102.1.S1_at	SL2.50ch03	100.00	28	0	0	224	251	399379	399352	3e-05	52.8
Les.102.1.S1_at	SL2.50ch03	100.00	28	0	0	224	251	414499	414526	3e-05	52.8
Les.1030.1.S1_at	SL2.50ch12	100.00	30	0	0	49	78	53520311	53520282	2e-06	56.5
Les.1030.2.A1_at	SL2.50ch12	83.95	81	8	4	48	125	53519162	53519084	2e-11	73.1
Les.1030.2.A1_at	SL2.50ch12	96.97	33	0	1	70	101	53519117	53519085	7e-06	54.7
Les.1030.2.A1_at	SL2.50ch12	100.00	28	0	0	23	50	53519127	53519100	3e-05	52.8
Les.1031.1.S1_at	SL2.50ch10	100.00	33	0	0	21	53	801206	801238	4e-08	62.1
Les.103.1.S1_at	SL2.50ch11	100.00	28	0	0	124	151	69491	69464	3e-05	52.8
Les.1032.1.A1_at	SL2.50ch08	96.88	32	0	1	245	275	58359080	58359111	3e-05	52.8
Les.1032.3.S1_at	SL2.50ch08	97.14	35	0	1	49	83	58358648	58358681	5e-07	58.4
Les.1039.1.S1_at	SL2.50ch02	100.00	28	0	0	100	127	35174964	35174937	3e-05	52.8
Les.1041.1.A1_at	SL2.50ch09	100.00	50	0	0	201	250	67727211	67727260	2e-17	93.5
Les.1041.1.A1_at	SL2.50ch09	97.06	34	0	1	24	56	67727266	67727299	2e-06	56.5
Les.104.1.S1_at	SL2.50ch02	94.29	35	2	0	226	260	46474472	46474506	7e-06	54.7
Les.1046.1.S1_at	SL2.50ch10	100.00	28	0	0	124	151	62072845	62072872	3e-05	52.8
Les.1052.1.A1_at	SL2.50ch04	96.36	55	0	2	123	175	59457419	59457473	2e-16	89.8
Les.1054.3.A1_at	SL2.50ch09	96.23	53	0	1	125	177	63631520	63631470	3e-15	86.1
Les.1056.1.S1_at	SL2.50ch02	83.75	80	5	5	151	225	34876957	34877033	3e-10	69.4
Les.106.1.S1_at	SL2.50ch10	91.23	57	0	2	20	75	45242848	45242796	2e-11	73.1
Les.1062.1.S1_at	SL2.50ch03	100.00	28	0	0	48	75	60595910	60595937	3e-05	52.8
Les.1064.1.S1_at	SL2.50ch04	91.14	79	0	3	126	200	63394104	63394179	9e-20	 100
Les.1064.1.S1_at	SL2.50ch04	86.21	58	0	3	201	250	63394243	63394300	2e-06	56.5
Les.1064.1.S1_at	SL2.50ch04	100.00	28	0	0	1	28	63393295	63393322	3e-05	52.8
Les.1064.1.S1_at	SL2.50ch04	100.00	28	0	0	248	275	63393326	63393353	3e-05	52.8
Les.1065.1.A1_at	SL2.50ch05	81.71	82	7	5	146	227	39792771	39792844	4e-08	62.1
Les.1065.1.A1_at	SL2.50ch05	100.00	28	0	0	224	251	39792819	39792846	3e-05	52.8
Les.1068.1.S1_at	SL2.50ch03	79.62	157	0	8	80	207	68087508	68087661	8e-15	84.2
Les.107.1.S1_at	SL2.50ch06	94.59	37	0	2	98	134	41107579	41107613	2e-06	56.5
Les.1072.1.A1_at	SL2.50ch08	100.00	28	0	0	1	28	48987976	48987949	3e-05	52.8
Les.1072.1.A1_at	SL2.50ch08	100.00	28	0	0	125	152	48988030	48988003	3e-05	52.8
Les.1077.1.S1_at	SL2.50ch02	100.00	28	0	0	76	103	42931466	42931493	3e-05	52.8
Les.1080.1.A1_at	SL2.50ch08	82.28	79	9	4	199	275	61107836	61107911	1e-08	63.9
Les.1081.1.S1_at	SL2.50ch09	92.31	52	0	1	1	52	4752665	4752712	7e-11	71.3
Les.108.1.S1_at	SL2.50ch06	91.38	58	0	3	176	228	40186102	40186159	5e-12	75.0
Les.1091.1.A1_at	SL2.50ch10	100.00	29	0	0	175	203	58637101	58637073	7e-06	54.7
Les.1097.1.A1_at	SL2.50ch06	100.00	28	0	0	168	195	42557870	42557843	2e-05	52.8
Les.1103.1.A1_at	SL2.50ch01	100.00	29	0	0	1	29	859226	859254	7e-06	54.7
Les.1108.1.A1_at	SL2.50ch11	100.00	28	0	0	76	103	1487003	1486976	2e-05	52.8
Les.1113.1.A1_at	SL2.50ch09	100.00	53	0	0	24	76	212639	212587	3e-19	99.0
Les.1116.1.A1_at	SL2.50ch03	100.00	52	0	0	99	150	67551621	67551672	1e-18	97.1
Les.11.1.S1_at	SL2.50ch02	100.00	28	0	0	223	250	37262107	37262080	3e-05	52.8
Les.1121.1.S1_at	SL2.50ch09	92.00	50	0	3	21	70	63762120	63762075	9e-10	67.6
Les.1121.1.S1_at	SL2.50ch09	100.00	29	0	0	125	153	63761509	63761481	7e-06	54.7
Les.1122.1.A1_at	SL2.50ch06	100.00	29	0	0	100	128	38552645	38552673	7e-06	54.7
Les.1125.1.S1_at	SL2.50ch12	100.00	28	0	0	73	100	61040408	61040381	2e-05	52.8
Les.1128.3.A1_at	SL2.50ch09	100.00	28	0	0	223	250	61984316	61984343	3e-05	52.8
Les.1128.3.A1_at	SL2.50ch06	100.00	28	0	0	223	250	49482073	49482046	3e-05	52.8
Les.1140.1.A1_at	SL2.50ch12	100.00	28	0	0	101	128	64759889	64759862	3e-05	52.8
Les.1140.1.A1_at	SL2.50ch12	100.00	28	0	0	248	275	64759944	64759917	3e-05	52.8
Les.1140.1.A1_at	SL2.50ch09	100.00	28	0	0	248	275	56102476	56102503	3e-05	52.8
Les.1146.1.S1_at	SL2.50ch07	92.68	41	2	1	226	266	67435375	67435336	5e-07	58.4
Les.1148.1.A1_at	SL2.50ch05	100.00	30	0	0	200	229	827070	827041	2e-06	56.5
Les.1148.1.A1_at	SL2.50ch05	100.00	28	0	0	100	127	827107	827080	3e-05	52.8
Les.1149.1.A1_at	SL2.50ch03	94.44	54	0	1	32	85	69512785	69512735	1e-13	80.5
Les.1152.1.S1_at	SL2.50ch06	86.15	65	0	4	46	101	39156000	39156064	4e-08	62.1
Les.1154.1.A1_at	SL2.50ch09	96.97	33	0	1	76	107	4650681	4650649	7e-06	54.7
Les.1159.1.S1_at	SL2.50ch01	100.00	52	0	0	74	125	82752377	82752428	1e-18	97.1
Les.1159.1.S1_at	SL2.50ch01	98.15	54	0	1	173	225	82752503	82752556	2e-17	93.5
Les.1159.2.A1_at	SL2.50ch01	100.00	28	0	0	212	239	82754838	82754865	2e-05	52.8
Les.1164.1.S1_at	SL2.50ch02	92.50	40	2	1	12	51	39454295	39454333	2e-06	56.5
Les.1164.2.A1_at	SL2.50ch02	92.73	55	0	4	175	228	39456230	39456281	2e-12	76.8
Les.1166.1.A1_at	SL2.50ch12	100.00	50	0	0	151	200	61933643	61933594	2e-17	93.5
Les.1168.1.A1_at	SL2.50ch05	94.44	36	2	0	240	275	64932667	64932632	2e-06	56.5
Les.1170.1.A1_at	SL2.50ch12	100.00	28	0	0	49	76	66155434	66155461	2e-05	52.8
Les.1172.1.A1_at	SL2.50ch02	100.00	28	0	0	131	158	54928827	54928854	2e-05	52.8
Les.1175.1.S1_at	SL2.50ch03	90.00	50	0	4	1	50	3111999	3111955	1e-07	60.2
Les.1175.1.S1_at	SL2.50ch03	90.00	50	0	4	1	50	3116310	3116266	1e-07	60.2
Les.1175.2.S1_at	SL2.50ch03	96.88	32	0	1	245	275	3110767	3110798	3e-05	52.8
Les.1175.2.S1_at	SL2.50ch03	100.00	28	0	0	51	78	3110914	3110941	3e-05	52.8
Les.1175.2.S1_at	SL2.50ch03	100.00	28	0	0	149	176	3110933	3110960	3e-05	52.8
Les.1175.2.S1_at	SL2.50ch03	100.00	28	0	0	149	176	3115704	3115731	3e-05	52.8
Les.1179.1.A1_at	SL2.50ch10	98.15	54	0	1	76	129	65438923	65438871	1e-17	93.5
Les.1181.1.A1_at	SL2.50ch08	100.00	50	0	0	201	250	5597437	5597388	1e-17	93.5
Les.1192.1.A1_at	SL2.50ch02	100.00	29	0	0	197	225	50985408	50985436	7e-06	54.7
Les.1192.3.A1_at	SL2.50ch06	81.82	88	2	9	40	125	14256980	14256905	4e-08	62.1
Les.1192.3.A1_at	SL2.50ch09	82.89	76	1	8	50	125	7484133	7484070	5e-07	58.4
Les.1192.3.A1_at	SL2.50ch08	86.21	58	0	3	76	125	18657627	18657570	2e-06	56.5
Les.1192.3.A1_at	SL2.50ch08	86.21	58	0	3	76	125	40945634	40945691	2e-06	56.5
Les.1192.3.A1_at	SL2.50ch12	100.00	28	0	0	98	125	58149471	58149444	3e-05	52.8
Les.1193.1.A1_at	SL2.50ch12	100.00	32	0	0	151	182	2333072	2333103	1e-07	60.2
Les.1193.1.A1_at	SL2.50ch12	96.88	32	1	0	203	234	2333077	2333108	7e-06	54.7
Les.1195.1.A1_at	SL2.50ch01	91.23	57	2	2	174	227	97689005	97689061	5e-12	75.0
Les.1.1.S1_at	SL2.50ch03	100.00	28	0	0	101	128	69639820	69639847	3e-05	52.8
Les.1200.1.A1_at	SL2.50ch12	90.32	62	0	2	49	104	66570766	66570827	2e-12	76.8
Les.1200.1.A1_at	SL2.50ch12	100.00	28	0	0	223	250	66570745	66570772	3e-05	52.8
Les.1205.1.A1_at	SL2.50ch10	77.39	115	16	4	121	225	2735909	2736023	2e-07	60.2
Les.1213.1.A1_at	SL2.50ch06	98.18	55	0	1	26	80	42474557	42474504	4e-18	95.3
Les.1213.1.A1_at	SL2.50ch06	100.00	28	0	0	1	28	42474562	42474535	3e-05	52.8
Les.1214.1.A1_at	SL2.50ch12	100.00	32	0	0	98	129	43223198	43223167	1e-07	60.2
Les.1214.1.A1_at	SL2.50ch12	100.00	32	0	0	98	129	43230289	43230258	1e-07	60.2
Les.1214.1.A1_at	SL2.50ch12	100.00	30	0	0	100	129	44499844	44499815	2e-06	56.5
Les.1214.1.A1_at	SL2.50ch12	100.00	30	0	0	100	129	45247703	45247732	2e-06	56.5
Les.1214.1.A1_at	SL2.50ch12	100.00	29	0	0	100	128	36487094	36487066	6e-06	54.7
Les.1214.1.A1_at	SL2.50ch12	100.00	29	0	0	100	128	36543515	36543487	6e-06	54.7
Les.1214.1.A1_at	SL2.50ch12	100.00	29	0	0	100	128	36580012	36579984	6e-06	54.7
Les.1214.1.A1_at	SL2.50ch12	100.00	29	0	0	100	128	59000230	59000202	6e-06	54.7
